Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
853.6;3.46;19:58:49:125;0;4;
853.8;3.46;19:58:49:325;0;4;
854.0;3.46;19:58:49:525;0;4;
854.2;3.46;19:58:49:725;0;4;
854.4;3.45;19:58:49:925;0;4;
854.6;3.44;19:58:50:125;0;4;
854.8;3.43;19:58:50:325;0;4;
855.0;3.43;19:58:50:525;0;4;
855.2;3.42;19:58:50:725;0;4;
855.4;3.42;19:58:50:925;0;4;
855.6;3.41;19:58:51:125;0;4;
855.8;3.40;19:58:51:325;0;4;
856.0;3.40;19:58:51:525;0;4;
856.2;3.40;19:58:51:725;0;4;
856.4;3.38;19:58:51:925;0;4;
856.6;3.38;19:58:52:125;0;4;
856.8;3.37;19:58:52:325;0;4;
857.0;3.37;19:58:52:525;0;3;
857.2;3.36;19:58:52:725;0;3;
857.4;3.35;19:58:52:925;0;3;
857.6;3.35;19:58:53:125;0;3;
857.8;3.34;19:58:53:325;0;3;
858.0;3.33;19:58:53:525;0;3;
858.2;3.33;19:58:53:725;0;3;
858.4;3.33;19:58:53:925;0;3;
858.6;3.32;19:58:54:125;0;3;
858.8;3.31;19:58:54:325;0;3;
859.0;3.31;19:58:54:525;0;3;
859.2;3.30;19:58:54:725;0;3;
859.4;3.30;19:58:54:925;0;3;
859.6;3.29;19:58:55:125;0;3;
859.8;3.29;19:58:55:325;0;3;
860.0;3.29;19:58:55:525;0;3;
860.2;3.28;19:58:55:725;0;3;
860.4;3.27;19:58:55:925;0;3;
860.6;3.27;19:58:56:125;0;2;
860.8;3.27;19:58:56:325;0;2;
861.0;3.27;19:58:56:525;0;2;
861.2;3.27;19:58:56:725;0;2;
861.4;3.28;19:58:56:925;0;2;
861.6;3.29;19:58:57:125;0;2;
861.8;3.29;19:58:57:325;0;2;
862.0;3.30;19:58:57:525;0;2;
862.2;3.30;19:58:57:725;0;2;
862.4;3.31;19:58:57:925;0;2;
862.6;3.32;19:58:58:125;0;2;
862.8;3.32;19:58:58:325;0;2;
863.0;3.32;19:58:58:525;0;2;
863.2;3.32;19:58:58:725;0;2;
863.4;3.32;19:58:58:925;0;2;
863.6;3.32;19:58:59:125;0;2;
863.8;3.31;19:58:59:325;0;2;
864.0;3.31;19:58:59:525;0;2;
864.2;3.31;19:58:59:725;0;2;
864.4;3.30;19:58:59:925;0;2;
864.6;3.29;19:59:00:125;0;2;
864.8;3.28;19:59:00:325;0;2;
865.0;3.28;19:59:00:525;0;2;
865.2;3.28;19:59:00:725;0;2;
865.4;3.27;19:59:00:925;0;2;
865.6;3.26;19:59:01:125;0;2;
865.8;3.25;19:59:01:325;0;2;
866.0;3.25;19:59:01:525;0;2;
866.2;3.24;19:59:01:725;0;2;
866.4;3.24;19:59:01:925;0;2;
866.6;3.24;19:59:02:125;0;2;
866.8;3.23;19:59:02:325;0;2;
867.0;3.22;19:59:02:525;0;2;
867.2;3.22;19:59:02:725;0;2;
867.4;3.22;19:59:02:925;0;2;
867.6;3.21;19:59:03:125;0;2;
867.8;3.21;19:59:03:325;0;2;
868.0;3.20;19:59:03:525;0;2;
868.2;3.20;19:59:03:725;0;2;
868.4;3.19;19:59:03:925;0;2;
868.6;3.19;19:59:04:125;0;2;
868.8;3.19;19:59:04:325;0;2;
869.0;3.18;19:59:04:525;0;2;
869.2;3.18;19:59:04:725;0;2;
869.4;3.17;19:59:04:925;0;2;
869.6;3.17;19:59:05:125;0;2;
869.8;3.17;19:59:05:325;0;2;
870.0;3.16;19:59:05:525;0;2;
870.2;3.16;19:59:05:725;0;2;
870.4;3.15;19:59:05:925;0;2;
870.6;3.15;19:59:06:125;0;2;
870.8;3.15;19:59:06:325;0;2;
871.0;3.14;19:59:06:525;0;2;
871.2;3.14;19:59:06:725;0;2;
871.4;3.13;19:59:06:925;0;2;
871.6;3.13;19:59:07:125;0;1;
871.8;3.13;19:59:07:325;0;1;
872.0;3.13;19:59:07:525;0;1;
872.2;3.12;19:59:07:725;0;1;
872.4;3.12;19:59:07:925;0;1;
872.6;3.11;19:59:08:125;0;1;
872.8;3.11;19:59:08:325;0;1;
873.0;3.12;19:59:08:525;0;1;
873.2;3.12;19:59:08:725;0;1;
873.4;3.13;19:59:08:925;0;1;
873.6;3.15;19:59:09:125;0;1;
873.8;3.19;19:59:09:325;0;1;
874.0;3.22;19:59:09:525;0;1;
874.2;3.22;19:59:09:725;0;1;
874.4;3.27;19:59:09:925;0;1;
874.6;3.29;19:59:10:125;0;1;
874.8;3.30;19:59:10:325;0;1;
875.0;3.31;19:59:10:525;0;1;
875.2;3.32;19:59:10:725;0;1;
875.4;3.32;19:59:10:925;0;1;
875.6;3.35;19:59:11:125;0;1;
875.8;3.39;19:59:11:325;0;1;
876.0;3.46;19:59:11:525;0;1;
876.2;3.54;19:59:11:725;0;1;
876.4;3.54;19:59:11:925;0;1;
876.6;3.60;19:59:12:125;0;1;
876.8;3.70;19:59:12:325;0;1;
877.0;3.79;19:59:12:525;0;1;
877.2;3.88;19:59:12:725;0;1;
877.4;3.92;19:59:12:925;0;1;
877.6;3.95;19:59:13:125;0;1;
877.8;3.96;19:59:13:325;0;1;
878.0;3.97;19:59:13:525;0;1;
878.2;3.96;19:59:13:725;0;1;
878.4;3.93;19:59:13:925;1;1;
878.6;3.91;19:59:14:125;1;1;
878.8;3.89;19:59:14:325;1;1;
879.0;3.88;19:59:14:525;1;1;
879.2;3.85;19:59:14:725;1;1;
879.4;3.82;19:59:14:925;1;1;
879.6;3.79;19:59:15:125;1;1;
879.8;3.78;19:59:15:325;1;1;
880.0;3.77;19:59:15:525;1;1;
880.2;3.75;19:59:15:725;1;1;
880.4;3.73;19:59:15:925;1;1;
880.6;3.71;19:59:16:125;1;1;
880.8;3.70;19:59:16:325;1;1;
881.0;3.69;19:59:16:525;1;1;
881.2;3.69;19:59:16:725;1;1;
881.4;3.67;19:59:16:925;1;1;
881.6;3.66;19:59:17:125;1;2;
881.8;3.64;19:59:17:325;1;2;
882.0;3.63;19:59:17:525;1;2;
882.2;3.62;19:59:17:725;1;2;
882.4;3.62;19:59:17:925;1;2;
882.6;3.60;19:59:18:125;1;2;
882.8;3.59;19:59:18:325;1;2;
883.0;3.58;19:59:18:525;1;1;
883.2;3.58;19:59:18:725;1;1;
883.4;3.58;19:59:18:925;1;1;
883.6;3.57;19:59:19:125;1;1;
883.8;3.56;19:59:19:325;1;1;
884.0;3.56;19:59:19:525;1;1;
884.2;3.55;19:59:19:725;1;1;
884.4;3.55;19:59:19:925;1;1;
884.6;3.54;19:59:20:125;1;1;
884.8;3.54;19:59:20:325;1;1;
885.0;3.52;19:59:20:525;1;1;
885.2;3.51;19:59:20:725;1;1;
885.4;3.51;19:59:20:925;1;1;
885.6;3.50;19:59:21:125;1;1;
885.8;3.50;19:59:21:325;0;1;
886.0;3.49;19:59:21:525;0;1;
886.2;3.49;19:59:21:725;0;1;
886.4;3.48;19:59:21:925;0;1;
886.6;3.47;19:59:22:125;0;1;
886.8;3.47;19:59:22:325;0;1;
887.0;3.47;19:59:22:525;0;1;
887.2;3.46;19:59:22:725;0;1;
887.4;3.45;19:59:22:925;0;1;
887.6;3.45;19:59:23:125;0;1;
887.8;3.44;19:59:23:325;0;1;
888.0;3.44;19:59:23:525;0;1;
888.2;3.44;19:59:23:725;0;1;
888.4;3.42;19:59:23:925;0;1;
888.6;3.42;19:59:24:125;0;1;
888.8;3.42;19:59:24:325;0;1;
889.0;3.42;19:59:24:525;0;1;
889.2;3.41;19:59:24:725;0;1;
889.4;3.40;19:59:24:925;0;1;
889.6;3.40;19:59:25:125;0;1;
889.8;3.39;19:59:25:325;0;1;
890.0;3.39;19:59:25:525;0;1;
890.2;3.39;19:59:25:725;0;1;
890.4;3.38;19:59:25:925;0;1;
890.6;3.38;19:59:26:125;0;1;
890.8;3.37;19:59:26:325;0;1;
891.0;3.36;19:59:26:525;0;1;
891.2;3.35;19:59:26:725;0;1;
891.4;3.35;19:59:26:925;0;1;
891.6;3.35;19:59:27:125;0;1;
891.8;3.34;19:59:27:325;0;1;
892.0;3.33;19:59:27:525;0;1;
892.2;3.32;19:59:27:725;0;1;
892.4;3.32;19:59:27:925;0;1;
892.6;3.31;19:59:28:125;0;1;
892.8;3.31;19:59:28:325;0;1;
893.0;3.31;19:59:28:525;0;1;
893.2;3.31;19:59:28:725;0;1;
893.4;3.32;19:59:28:925;0;1;
893.6;3.32;19:59:29:125;0;1;
893.8;3.33;19:59:29:325;0;1;
894.0;3.34;19:59:29:525;0;1;
894.2;3.35;19:59:29:725;0;1;
894.4;3.35;19:59:29:925;0;1;
894.6;3.35;19:59:30:125;0;1;
894.8;3.35;19:59:30:325;0;1;
895.0;3.34;19:59:30:525;0;1;
895.2;3.34;19:59:30:725;0;1;
895.4;3.34;19:59:30:925;0;1;
895.6;3.35;19:59:31:125;0;1;
895.8;3.35;19:59:31:325;0;1;
896.0;3.36;19:59:31:525;0;1;
896.2;3.39;19:59:31:725;0;1;
896.4;3.47;19:59:31:925;0;1;
896.6;3.54;19:59:32:125;0;1;
896.8;3.64;19:59:32:325;0;1;
897.0;3.64;19:59:32:525;0;1;
897.2;3.69;19:59:32:725;0;1;
897.4;3.73;19:59:32:925;0;1;
897.6;3.75;19:59:33:125;0;1;
897.8;3.76;19:59:33:325;0;1;
898.0;3.76;19:59:33:525;0;1;
898.2;3.76;19:59:33:725;0;1;
898.4;3.75;19:59:33:925;0;1;
898.6;3.72;19:59:34:125;0;1;
898.8;3.70;19:59:34:325;0;1;
899.0;3.67;19:59:34:525;0;1;
899.2;3.67;19:59:34:725;0;1;
899.4;3.64;19:59:34:925;0;1;
899.6;3.62;19:59:35:125;0;1;
899.8;3.60;19:59:35:325;0;1;
900.0;3.58;19:59:35:525;1;1;
900.2;3.56;19:59:35:725;1;1;
900.4;3.56;19:59:35:925;1;1;
900.6;3.54;19:59:36:125;1;1;
900.8;3.53;19:59:36:325;1;1;
901.0;3.51;19:59:36:525;1;1;
901.2;3.50;19:59:36:725;1;1;
901.4;3.49;19:59:36:925;1;1;
901.6;3.49;19:59:37:125;1;1;
901.8;3.48;19:59:37:325;1;2;
902.0;3.47;19:59:37:525;1;2;
902.2;3.46;19:59:37:725;1;2;
902.4;3.45;19:59:37:925;1;2;
902.6;3.45;19:59:38:125;1;2;
902.8;3.44;19:59:38:325;1;2;
903.0;3.44;19:59:38:525;1;2;
903.2;3.45;19:59:38:725;1;2;
903.4;3.49;19:59:38:925;1;2;
903.6;3.53;19:59:39:125;1;2;
903.8;3.53;19:59:39:325;0;2;
904.0;3.56;19:59:39:525;0;2;
904.2;3.57;19:59:39:725;0;2;
904.4;3.59;19:59:39:925;0;2;
904.6;3.59;19:59:40:125;0;2;
904.8;3.58;19:59:40:325;0;2;
905.0;3.58;19:59:40:525;0;2;
905.2;3.56;19:59:40:725;0;2;
905.4;3.55;19:59:40:925;0;2;
905.6;3.53;19:59:41:125;0;2;
905.8;3.51;19:59:41:325;0;2;
906.0;3.51;19:59:41:525;0;2;
906.2;3.50;19:59:41:725;0;2;
906.4;3.48;19:59:41:925;0;2;
906.6;3.46;19:59:42:125;0;2;
906.8;3.45;19:59:42:325;0;2;
907.0;3.43;19:59:42:525;0;2;
907.2;3.43;19:59:42:725;0;2;
907.4;3.42;19:59:42:925;0;2;
907.6;3.41;19:59:43:125;0;2;
907.8;3.42;19:59:43:325;0;2;
908.0;3.45;19:59:43:525;0;2;
908.2;3.45;19:59:43:725;0;2;
908.4;3.57;19:59:43:925;0;2;
908.6;3.69;19:59:44:125;0;2;
908.8;3.86;19:59:44:325;0;2;
909.0;3.95;19:59:44:525;0;2;
909.2;4.04;19:59:44:725;0;2;
909.4;4.04;19:59:44:925;0;2;
909.6;4.08;19:59:45:125;0;2;
909.8;4.10;19:59:45:325;0;2;
910.0;4.09;19:59:45:525;0;2;
910.2;4.07;19:59:45:725;0;2;
910.4;4.02;19:59:45:925;0;2;
910.6;4.02;19:59:46:125;0;2;
910.8;3.99;19:59:46:325;0;2;
911.0;3.95;19:59:46:525;0;2;
911.2;3.95;19:59:46:725;0;2;
911.4;4.00;19:59:46:925;0;2;
911.6;4.00;19:59:47:125;0;2;
911.8;4.14;19:59:47:325;0;2;
912.0;4.26;19:59:47:525;0;2;
912.2;4.45;19:59:47:725;0;2;
912.4;4.54;19:59:47:925;1;2;
912.6;4.65;19:59:48:125;1;2;
912.8;4.65;19:59:48:325;1;2;
913.0;4.70;19:59:48:525;1;2;
913.2;4.75;19:59:48:725;1;2;
913.4;4.80;19:59:48:925;1;3;
913.6;4.82;19:59:49:125;1;3;
913.8;4.89;19:59:49:325;1;3;
914.0;4.89;19:59:49:525;1;3;
914.2;4.93;19:59:49:725;1;3;
914.4;4.98;19:59:49:925;1;3;
914.6;4.99;19:59:50:125;1;3;
914.8;5.04;19:59:50:325;1;3;
915.0;5.07;19:59:50:525;1;3;
915.2;5.07;19:59:50:725;1;3;
915.4;5.06;19:59:50:925;1;3;
915.6;5.00;19:59:51:125;1;3;
915.8;4.95;19:59:51:325;1;3;
916.0;4.89;19:59:51:525;1;3;
916.2;4.89;19:59:51:725;1;3;
916.4;4.89;19:59:51:925;1;3;
916.6;4.96;19:59:52:125;1;3;
916.8;5.01;19:59:52:325;1;3;
917.0;5.04;19:59:52:525;1;3;
917.2;5.08;19:59:52:725;1;3;
917.4;5.08;19:59:52:925;1;3;
917.6;5.07;19:59:53:125;1;3;
917.8;5.04;19:59:53:325;1;3;
918.0;5.01;19:59:53:525;1;3;
918.2;4.95;19:59:53:725;1;3;
918.4;4.95;19:59:53:925;1;3;
918.6;4.91;19:59:54:125;1;3;
918.8;4.87;19:59:54:325;1;4;
919.0;4.80;19:59:54:525;1;4;
919.2;4.77;19:59:54:725;1;4;
919.4;4.75;19:59:54:925;1;4;
919.6;4.75;19:59:55:125;1;4;
919.8;4.75;19:59:55:325;1;4;
920.0;4.74;19:59:55:525;1;4;
920.2;4.74;19:59:55:725;1;4;
920.4;4.72;19:59:55:925;1;4;
920.6;4.70;19:59:56:125;1;4;
920.8;4.70;19:59:56:325;1;4;
921.0;4.68;19:59:56:525;1;5;
921.2;4.66;19:59:56:725;1;5;
921.4;4.64;19:59:56:925;1;5;
921.6;4.62;19:59:57:125;1;5;
921.8;4.62;19:59:57:325;1;5;
922.0;4.61;19:59:57:525;1;5;
922.2;4.59;19:59:57:725;1;5;
922.4;4.56;19:59:57:925;1;5;
922.6;4.55;19:59:58:125;1;5;
922.8;4.52;19:59:58:325;1;5;
923.0;4.52;19:59:58:525;1;5;
923.2;4.52;19:59:58:725;1;5;
923.4;4.55;19:59:58:925;1;5;
923.6;4.63;19:59:59:125;1;5;
923.8;4.72;19:59:59:325;1;5;
924.0;4.72;19:59:59:525;1;5;
924.2;4.87;19:59:59:725;1;5;
924.4;4.94;19:59:59:925;1;5;
924.6;5.01;20:00:00:125;1;5;
924.8;5.02;20:00:00:325;1;5;
925.0;4.99;20:00:00:525;1;5;
925.2;4.99;20:00:00:725;1;5;
925.4;4.96;20:00:00:925;1;5;
925.6;4.93;20:00:01:125;1;5;
925.8;4.88;20:00:01:325;1;5;
926.0;4.84;20:00:01:525;1;5;
926.2;4.78;20:00:01:725;1;5;
926.4;4.78;20:00:01:925;1;5;
926.6;4.75;20:00:02:125;1;5;
926.8;4.69;20:00:02:325;0;5;
927.0;4.66;20:00:02:525;0;5;
927.2;4.63;20:00:02:725;0;5;
927.4;4.63;20:00:02:925;0;5;
927.6;4.59;20:00:03:125;0;5;
927.8;4.56;20:00:03:325;0;5;
928.0;4.52;20:00:03:525;0;5;
928.2;4.49;20:00:03:725;0;5;
928.4;4.46;20:00:03:925;0;5;
928.6;4.46;20:00:04:125;0;5;
928.8;4.43;20:00:04:325;0;5;
929.0;4.41;20:00:04:525;0;5;
929.2;4.38;20:00:04:725;0;5;
929.4;4.36;20:00:04:925;0;5;
929.6;4.34;20:00:05:125;0;5;
929.8;4.34;20:00:05:325;0;5;
930.0;4.34;20:00:05:525;0;5;
930.2;4.34;20:00:05:725;0;5;
930.4;4.33;20:00:05:925;0;5;
930.6;4.32;20:00:06:125;0;5;
930.8;4.32;20:00:06:325;0;5;
931.0;4.31;20:00:06:525;0;5;
931.2;4.30;20:00:06:725;0;5;
931.4;4.29;20:00:06:925;0;5;
931.6;4.30;20:00:07:125;0;5;
931.8;4.31;20:00:07:325;0;5;
932.0;4.31;20:00:07:525;0;5;
932.2;4.33;20:00:07:725;0;5;
932.4;4.42;20:00:07:925;0;5;
932.6;4.52;20:00:08:125;0;5;
932.8;4.63;20:00:08:325;0;5;
933.0;4.76;20:00:08:525;0;5;
933.2;4.76;20:00:08:725;0;5;
933.4;4.80;20:00:08:925;0;5;
933.6;4.83;20:00:09:125;0;5;
933.8;4.83;20:00:09:325;0;5;
934.0;4.80;20:00:09:525;0;5;
934.2;4.78;20:00:09:725;0;5;
934.4;4.78;20:00:09:925;0;5;
934.6;4.75;20:00:10:125;0;5;
934.8;4.70;20:00:10:325;0;5;
935.0;4.67;20:00:10:525;0;5;
935.2;4.62;20:00:10:725;0;5;
935.4;4.62;20:00:10:925;0;5;
935.6;4.59;20:00:11:125;0;5;
935.8;4.54;20:00:11:325;0;5;
936.0;4.51;20:00:11:525;0;5;
936.2;4.47;20:00:11:725;1;5;
936.4;4.42;20:00:11:925;1;5;
936.6;4.42;20:00:12:125;1;5;
936.8;4.37;20:00:12:325;1;5;
937.0;4.32;20:00:12:525;1;5;
937.2;4.30;20:00:12:725;1;5;
937.4;4.25;20:00:12:925;1;6;
937.6;4.22;20:00:13:125;1;6;
937.8;4.22;20:00:13:325;1;6;
938.0;4.22;20:00:13:525;1;6;
938.2;4.19;20:00:13:725;1;6;
938.4;4.17;20:00:13:925;1;6;
938.6;4.13;20:00:14:125;1;6;
938.8;4.13;20:00:14:325;0;6;
939.0;4.11;20:00:14:525;0;6;
939.2;4.10;20:00:14:725;0;6;
939.4;4.10;20:00:14:925;0;6;
939.6;4.11;20:00:15:125;0;6;
939.8;4.10;20:00:15:325;0;6;
940.0;4.10;20:00:15:525;0;6;
940.2;4.11;20:00:15:725;0;6;
940.4;4.11;20:00:15:925;0;6;
940.6;4.11;20:00:16:125;0;6;
940.8;4.17;20:00:16:325;0;6;
941.0;4.27;20:00:16:525;0;6;
941.2;4.27;20:00:16:725;0;6;
941.4;4.35;20:00:16:925;0;6;
941.6;4.56;20:00:17:125;0;5;
941.8;4.68;20:00:17:325;0;5;
942.0;4.79;20:00:17:525;0;5;
942.2;4.79;20:00:17:725;0;5;
942.4;4.83;20:00:17:925;0;5;
942.6;4.82;20:00:18:125;0;5;
942.8;4.81;20:00:18:325;0;5;
943.0;4.81;20:00:18:525;0;5;
943.2;4.93;20:00:18:725;0;5;
943.4;4.93;20:00:18:925;0;5;
943.6;5.05;20:00:19:125;0;5;
943.8;5.19;20:00:19:325;0;5;
944.0;5.23;20:00:19:525;0;5;
944.2;5.22;20:00:19:725;0;5;
944.4;5.22;20:00:19:925;0;5;
944.6;5.19;20:00:20:125;0;5;
944.8;5.13;20:00:20:325;0;5;
945.0;5.09;20:00:20:525;0;5;
945.2;5.04;20:00:20:725;0;5;
945.4;5.00;20:00:20:925;0;5;
945.6;5.00;20:00:21:125;0;5;
945.8;4.99;20:00:21:325;0;5;
946.0;4.94;20:00:21:525;0;5;
946.2;4.92;20:00:21:725;0;5;
946.4;4.87;20:00:21:925;0;5;
946.6;4.81;20:00:22:125;0;5;
946.8;4.81;20:00:22:325;0;5;
947.0;4.76;20:00:22:525;0;5;
947.2;4.72;20:00:22:725;0;5;
947.4;4.71;20:00:22:925;0;5;
947.6;4.69;20:00:23:125;0;5;
947.8;4.68;20:00:23:325;0;5;
948.0;4.68;20:00:23:525;0;5;
948.2;4.68;20:00:23:725;0;5;
948.4;4.68;20:00:23:925;0;5;
948.6;4.68;20:00:24:125;0;5;
948.8;4.64;20:00:24:325;0;5;
949.0;4.64;20:00:24:525;0;5;
949.2;4.54;20:00:24:725;0;5;
949.4;4.47;20:00:24:925;0;5;
949.6;4.42;20:00:25:125;0;5;
949.8;4.36;20:00:25:325;0;5;
950.0;4.25;20:00:25:525;0;5;
950.2;4.25;20:00:25:725;0;5;
950.4;4.17;20:00:25:925;0;5;
950.6;4.11;20:00:26:125;0;5;
950.8;4.11;20:00:26:325;0;5;
951.0;4.06;20:00:26:525;0;5;
951.2;4.06;20:00:26:725;0;5;
951.4;4.03;20:00:26:925;0;5;
951.6;4.10;20:00:27:125;0;5;
951.8;4.15;20:00:27:325;0;5;
952.0;4.23;20:00:27:525;0;5;
952.2;4.29;20:00:27:725;0;5;
952.4;4.29;20:00:27:925;0;5;
952.6;4.31;20:00:28:125;0;5;
952.8;4.33;20:00:28:325;0;5;
953.0;4.34;20:00:28:525;0;5;
953.2;4.33;20:00:28:725;0;5;
953.4;4.31;20:00:28:925;0;5;
953.6;4.31;20:00:29:125;0;5;
953.8;4.07;20:00:29:325;0;5;
954.0;4.00;20:00:29:525;0;5;
954.2;0.82;20:00:29:725;0;5;
954.4;0.38;20:00:29:925;0;5;
954.6;0.39;20:00:30:125;0;5;
954.8;0.38;20:00:30:325;0;5;
